ES,CZ,Order,Sentence,SentenceT,L
sostener / sostener la puerta,tvrdit,9180,Intento sostener mejor cada día.,Snažím se tvrdit každý den lépe.,ne
sostener / sostener la puerta,podpírat,9181,"Quiero sostener hoy, sin prisa.","Dnes chci podpírat, bez spěchu.",ne
sostener / sostener la puerta,přidržovat / přidržet dveře,9182,Necesito sostener antes de salir.,Potřebuji přidržovat před odchodem.,ne
el costal (el saco),pytel,9183,En la caja hay el costal.,V krabici je pytel.,ne
el costal (el saco),žok,9184,Necesito el costal para este trabajo.,Na tuhle práci potřebuji žok.,ne
el costal (el saco),hrudní,9185,Hoy vemos el costal por primera vez.,Dnes poprvé vidíme hrudní.,ne
el costal (el saco),žeberní,9186,En el mapa aparece el costal.,Na mapě je žeberní.,ne
la marioneta / el muñeco,loutka / loutka,9187,"Aquí está la marioneta, justo delante.","Tady je loutka, přímo před námi.",ne
la marioneta / el muñeco,panenka,9188,En la caja hay la marioneta.,V krabici je panenka.,ne
"policía (municipal, de tráfico)",policie,9189,,"A veces policía (municipal sorprende., Někdy překvapí tohle: policie.",ne
"policía (municipal, de tráfico)",policista (městský,9190,,"Ahora mismo pienso en policía (municipal., Teď myslím na tohle: policista (městský.",ne
"policía (municipal, de tráfico)",dopravní),9191,,"Hoy hablamos de policía (municipal un momento., Dnes chvíli mluvíme o tomhle: dopravní).",ne
el cobayo,morče,9192,"Aquí está el cobayo, justo delante.","Tady je morče, přímo před námi.",ne
el edredón,přikrývka,9193,En la caja hay el edredón.,V krabici je přikrývka.,ne
el edredón,peřina (drát peří),9194,Necesito el edredón para este trabajo.,Na tuhle práci potřebuji peřina.,ne
preceptor,domácí učitel,9195,Ahora mismo pienso en preceptor.,Teď myslím na tohle: domácí učitel.,ne
el bagaje,zavazadla,9196,En el mapa aparece el bagaje.,Na mapě je zavazadla.,ne
el bagaje,výstroj,9197,"Aquí está el bagaje, justo delante.","Tady je výstroj, přímo před námi.",ne
el bagaje,vědomosti,9198,En la caja hay el bagaje.,V krabici je vědomosti.,ne
discípulo,žák,9199,El paisaje es discípulo.,Krajina je žák.,ne
discípulo,žákyně,9200,Ahora mismo me siento discípulo.,Teď se cítím žákyně.,ne
discípulo,následovník,9201,Este lugar parece discípulo.,Tohle místo je následovník.,ne
discípulo,stoupenec,9202,Hoy el día está discípulo.,Dnes je den stoupenec.,ne
valer,xc,9203,Me gusta valer cuando tengo tiempo.,"Když mám čas, baví mě xc.",ne
valerse de alg(n),použít,9204,Vamos a valerse de alg un momento.,Pojďme použít na chvilku.,ne
valerse de alg(n),využít,9205,Intento valerse de alg mejor cada día.,Snažím se využít každý den lépe.,ne
valerse de alg(n),dokázat,9206,"Quiero valerse de alg hoy, sin prisa.","Dnes chci dokázat, bez spěchu.",ne
el cuarzo,křemen,9207,"Aquí está el cuarzo, justo delante.","Tady je křemen, přímo před námi.",ne
engendrar,plodit,9208,Me gusta engendrar cuando tengo tiempo.,"Když mám čas, baví mě plodit.",ne
engendrar,zplodit,9209,Vamos a engendrar un momento.,Pojďme zplodit na chvilku.,ne
engendrar,vytvořit,9210,Intento engendrar mejor cada día.,Snažím se vytvořit každý den lépe.,ne
amasar,hníst,9211,"Quiero amasar hoy, sin prisa.","Dnes chci hníst, bez spěchu.",ne
amasar,spojit,9212,Necesito amasar antes de salir.,Potřebuji spojit před odchodem.,ne
amasar,dát dohromady,9213,Me gusta amasar cuando tengo tiempo.,"Když mám čas, baví mě dát dohromady.",ne
liso / escalonado,hladký,9214,El paisaje es liso.,Krajina je hladký.,ne
liso / escalonado,rovný / stupňovitý,9215,Ahora mismo me siento liso.,Teď se cítím rovný.,ne
pulido,naleštěný,9216,Este lugar parece pulido.,Tohle místo je naleštěný.,ne
"el idioma (escuela de idiomas, idioma oficial, curso de idiomas)",jazyk (jazyková škola,9217,,"Aquí está el idioma (escuela de idiomas, justo delante., Tady je jazyk (jazyková škola, přímo před námi.",ne
"el idioma (escuela de idiomas, idioma oficial, curso de idiomas)",úřední jazyk,9218,En la caja hay el idioma (escuela de idiomas.,V krabici je úřední jazyk.,ne
"el idioma (escuela de idiomas, idioma oficial, curso de idiomas)",jazykový kurz),9219,Necesito el idioma (escuela de idiomas para este trabajo.,Na tuhle práci potřebuji jazykový kurz).,ne
el ímpetu / impetuoso,síla,9220,Hoy vemos el ímpetu por primera vez.,Dnes poprvé vidíme síla.,ne
el ímpetu / impetuoso,prudký pohyb,9221,En el mapa aparece el ímpetu.,Na mapě je prudký pohyb.,ne
el ímpetu / impetuoso,zápal / prudký,9222,"Aquí está el ímpetu, justo delante.","Tady je zápal, přímo před námi.",ne
el ímpetu / impetuoso,bouřlivý,9223,En la caja hay el ímpetu.,V krabici je bouřlivý.,ne
el ímpetu / impetuoso,ukvapený,9224,Necesito el ímpetu para este trabajo.,Na tuhle práci potřebuji ukvapený.,ne
arraigado,zakořeněný,9225,Ahora mismo me siento arraigado.,Teď se cítím zakořeněný.,ne
arraigado,usazený,9226,Este lugar parece arraigado.,Tohle místo je usazený.,ne
arraigado,etablovaný,9227,Hoy el día está arraigado.,Dnes je den etablovaný.,ne
el alcázar,pevnost,9228,En la caja hay el alcázar.,V krabici je pevnost.,ne
el alcázar,tvrz,9229,Necesito el alcázar para este trabajo.,Na tuhle práci potřebuji tvrz.,ne
el alcázar,opevnění,9230,Hoy vemos el alcázar por primera vez.,Dnes poprvé vidíme opevnění.,ne
la conseja (consejo=rada),báchorka,9231,En el mapa aparece la conseja.,Na mapě je báchorka.,ne
el matiz,odstín,9232,"Aquí está el matiz, justo delante.","Tady je odstín, přímo před námi.",ne
el matiz,nádech,9233,En la caja hay el matiz.,V krabici je nádech.,ne
el prodigio / prodigioso,zázrak / zázračný,9234,Necesito el prodigio para este trabajo.,Na tuhle práci potřebuji zázrak.,ne
la calamidad,pohroma,9235,Hoy vemos la calamidad por primera vez.,Dnes poprvé vidíme pohroma.,ne
la calamidad,katastrofa,9236,En el mapa aparece la calamidad.,Na mapě je katastrofa.,ne
la calamidad,kalamita,9237,"Aquí está la calamidad, justo delante.","Tady je kalamita, přímo před námi.",ne
presuroso,chvatný,9238,Su voz suena presuroso.,Jeho/její hlas zní chvatný.,ne
presuroso,spěšný,9239,El paisaje es presuroso.,Krajina je spěšný.,ne
relinchar,zařehtat,9240,Intento relinchar mejor cada día.,Snažím se zařehtat každý den lépe.,ne
tendido,ležící,9241,Este lugar parece tendido.,Tohle místo je ležící.,ne
tendido,natažený,9242,Hoy el día está tendido.,Dnes je den natažený.,ne
tendido,roztažený,9243,Su voz suena tendido.,Jeho/její hlas zní roztažený.,ne
la gala / ponerse en gala,společenské šaty,9244,Necesito la gala para este trabajo.,Na tuhle práci potřebuji společenské šaty.,ne
soberbio,domýšlivý,9245,Ahora mismo me siento soberbio.,Teď se cítím domýšlivý.,ne
soberbio,povýšený,9246,Este lugar parece soberbio.,Tohle místo je povýšený.,ne
soberbio,pyšný,9247,Hoy el día está soberbio.,Dnes je den pyšný.,ne
soberbio,ohromný,9248,Su voz suena soberbio.,Jeho/její hlas zní ohromný.,ne
soberbio,ušlechtilý,9249,El paisaje es soberbio.,Krajina je ušlechtilý.,ne
altivo,domýšlivý,9250,Ahora mismo me siento altivo.,Teď se cítím domýšlivý.,ne
altivo,povýšený,9251,Este lugar parece altivo.,Tohle místo je povýšený.,ne
altivo,nadutý,9252,Hoy el día está altivo.,Dnes je den nadutý.,ne
el linaje / linaje noble,rod,9253,En la caja hay el linaje.,V krabici je rod.,ne
el linaje / linaje noble,původ / vznešený původ,9254,Necesito el linaje para este trabajo.,Na tuhle práci potřebuji původ.,ne
el germen / sofocar en germen,zárodek,9255,Hoy vemos el germen por primera vez.,Dnes poprvé vidíme zárodek.,ne
el germen / sofocar en germen,embryo,9256,En el mapa aparece el germen.,Na mapě je embryo.,ne
el germen / sofocar en germen,klíček / udusit v zárodku,9257,"Aquí está el germen, justo delante.","Tady je klíček, přímo před námi.",ne
sofocar (asfixiar),zadusit,9258,Me gusta sofocar cuando tengo tiempo.,"Když mám čas, baví mě zadusit.",ne
sofocar (asfixiar),udusit,9259,Vamos a sofocar un momento.,Pojďme udusit na chvilku.,ne
sofocar (asfixiar),potlačit,9260,Intento sofocar mejor cada día.,Snažím se potlačit každý den lépe.,ne
la ceja,obočí,9261,En el mapa aparece la ceja.,Na mapě je obočí.,ne
"manchar, ensuciar",umazat se,9262,Necesito manchar antes de salir.,Potřebuji umazat se před odchodem.,ne
"manchar, ensuciar",zašpinit se,9263,Me gusta manchar cuando tengo tiempo.,"Když mám čas, baví mě zašpinit se.",ne
severo,přísný,9264,El paisaje es severo.,Krajina je přísný.,ne
severo,tvrdý,9265,Ahora mismo me siento severo.,Teď se cítím tvrdý.,ne
severo,vážný,9266,Este lugar parece severo.,Tohle místo je vážný.,ne
bordar,vyšívat,9267,Necesito bordar antes de salir.,Potřebuji vyšívat před odchodem.,ne
el peldaño,schod,9268,En la caja hay el peldaño.,V krabici je schod.,ne
estrellar,hvězdný,9269,Vamos a estrellar un momento.,Pojďme hvězdný na chvilku.,ne
estrellar,vstřelit,9270,Intento estrellar mejor cada día.,Snažím se vstřelit každý den lépe.,ne
estrellar,roztříštit se,9271,"Quiero estrellar hoy, sin prisa.","Dnes chci roztříštit se, bez spěchu.",ne
estrellar,narazit,9272,Necesito estrellar antes de salir.,Potřebuji narazit před odchodem.,ne
el costo,cena,9273,En la caja hay el costo.,V krabici je cena.,ne
el costo,náklady,9274,Necesito el costo para este trabajo.,Na tuhle práci potřebuji náklady.,ne
la autoestima,sebevědomí,9275,Hoy vemos la autoestima por primera vez.,Dnes poprvé vidíme sebevědomí.,ne
herrero,kovář,9276,Este lugar parece herrero.,Tohle místo je kovář.,ne
el granito,zrníčko,9277,"Aquí está el granito, justo delante.","Tady je zrníčko, přímo před námi.",ne
el canon,kánon,9278,En la caja hay el canon.,V krabici je kánon.,ne
el canon,pravidlo,9279,Necesito el canon para este trabajo.,Na tuhle práci potřebuji pravidlo.,ne
el canon,vzor,9280,Hoy vemos el canon por primera vez.,Dnes poprvé vidíme vzor.,ne
el perfil,bokorys,9281,En el mapa aparece el perfil.,Na mapě je bokorys.,ne
el perfil,obrys,9282,"Aquí está el perfil, justo delante.","Tady je obrys, přímo před námi.",ne
el perfil,profil,9283,En la caja hay el perfil.,V krabici je profil.,ne
la extremidad,úd,9284,Necesito la extremidad para este trabajo.,Na tuhle práci potřebuji úd.,ne
la extremidad,končetina,9285,Hoy vemos la extremidad por primera vez.,Dnes poprvé vidíme končetina.,ne
la extremidad,okraj,9286,En el mapa aparece la extremidad.,Na mapě je okraj.,ne
el yunque,kovadlina,9287,"Aquí está el yunque, justo delante.","Tady je kovadlina, přímo před námi.",ne
el gorrión / la gorriona,vrabec,9288,En la caja hay el gorrión.,V krabici je vrabec.,ne
asir,držet,9289,Vamos a asir un momento.,Pojďme držet na chvilku.,ne
asir,uchopit,9290,Intento asir mejor cada día.,Snažím se uchopit každý den lépe.,ne
asir,chytit,9291,"Quiero asir hoy, sin prisa.","Dnes chci chytit, bez spěchu.",ne
la bujía,elektrická zapalovací svíčka,9292,"Aquí está la bujía, justo delante.","Tady je elektrická zapalovací svíčka, přímo před námi.",ne
la chispa,jiskra,9293,En la caja hay la chispa.,V krabici je jiskra.,ne
el extintor,hasící přístroj,9294,Necesito el extintor para este trabajo.,Na tuhle práci potřebuji hasící přístroj.,ne
el afecto,podléhající,9295,Hoy vemos el afecto por primera vez.,Dnes poprvé vidíme podléhající.,ne
el afecto,přízeň,9296,En el mapa aparece el afecto.,Na mapě je přízeň.,ne
el afecto,náklonost,9297,"Aquí está el afecto, justo delante.","Tady je náklonost, přímo před námi.",ne
el afecto,afekt,9298,En la caja hay el afecto.,V krabici je afekt.,ne
sustancial,podstatný,9299,El paisaje es sustancial.,Krajina je podstatný.,ne
sustancial,základní,9300,Ahora mismo me siento sustancial.,Teď se cítím základní.,ne
el guijarro oblongo,oblázek podlouhlý,9301,En el mapa aparece el guijarro oblongo.,Na mapě je oblázek podlouhlý.,ne
la elocuencia,výřečnost,9302,"Aquí está la elocuencia, justo delante.","Tady je výřečnost, přímo před námi.",ne
la gratitud / la ingratitud,vděčnost,9303,En la caja hay la gratitud.,V krabici je vděčnost.,ne
la gratitud / la ingratitud,dík / nevděčnost,9304,Necesito la gratitud para este trabajo.,Na tuhle práci potřebuji dík.,ne
la gratitud / la ingratitud,nevděk,9305,Hoy vemos la gratitud por primera vez.,Dnes poprvé vidíme nevděk.,ne
(la) pendiente,visící,9306,Este lugar parece pendiente.,Tohle místo je visící.,ne
(la) pendiente,zbývající,9307,Hoy el día está pendiente.,Dnes je den zbývající.,ne
(la) pendiente,svah,9308,Su voz suena pendiente.,Jeho/její hlas zní svah.,ne
consentir,povolit,9309,Vamos a consentir un momento.,Pojďme povolit na chvilku.,ne
consentir,svolit,9310,Intento consentir mejor cada día.,Snažím se svolit každý den lépe.,ne
consentir,souhlasit,9311,"Quiero consentir hoy, sin prisa.","Dnes chci souhlasit, bez spěchu.",ne
consentir,připustit,9312,Necesito consentir antes de salir.,Potřebuji připustit před odchodem.,ne
consentir,rozmazlovat,9313,Me gusta consentir cuando tengo tiempo.,"Když mám čas, baví mě rozmazlovat.",ne
la palmera,palma,9314,Necesito la palmera para este trabajo.,Na tuhle práci potřebuji palma.,ne
consolar / el consuelo,utěšit,9315,Intento consolar mejor cada día.,Snažím se utěšit každý den lépe.,ne
consolar / el consuelo,poskytnout útěchu / útěcha,9316,"Quiero consolar hoy, sin prisa.","Dnes chci poskytnout útěchu, bez spěchu.",ne
consolar / el consuelo,úleva,9317,Necesito consolar antes de salir.,Potřebuji úleva před odchodem.,ne
abatido,sklíčený,9318,Su voz suena abatido.,Jeho/její hlas zní sklíčený.,ne
abatido,zkroušený,9319,El paisaje es abatido.,Krajina je zkroušený.,ne
abatido,skleslý,9320,Ahora mismo me siento abatido.,Teď se cítím skleslý.,ne
presuntamente,údajně,9321,"Lo explica presuntamente, paso a paso.","Vysvětluje to údajně, krok za krokem.",ne
presuntamente,doměle,9322,Camina presuntamente para no hacer ruido.,"Jde doměle, aby nedělal hluk.",ne
horas vendidas,prodané hodiny,9323,"Sin horas vendidas, todo cambia.",Bez tohohle se všechno mění: prodané hodiny.,ne
asesor de servicio,servisní poradce,9324,A veces asesor de servicio sorprende.,Někdy překvapí tohle: servisní poradce.,ne
coche de sustitución,náhradní vozidlo,9325,Ahora mismo pienso en coche de sustitución.,Teď myslím na tohle: náhradní vozidlo.,ne
tiempo de espera,čekací doba,9326,Hoy hablamos de tiempo de espera un momento.,Dnes chvíli mluvíme o tomhle: čekací doba.,ne
el protocolo,zakázka v servisu,9327,"Aquí está el protocolo, justo delante.","Tady je zakázka v servisu, přímo před námi.",ne
la hoz (el haz = snop),srp,9328,En la caja hay la hoz.,V krabici je srp.,ne
el hábito / hacer por hábito / hábitos alimenticios,zvyk,9329,Necesito el hábito para este trabajo.,Na tuhle práci potřebuji zvyk.,ne
el hábito / hacer por hábito / hábitos alimenticios,návyk / dělat ze zvyku / stravovací návyky,9330,Hoy vemos el hábito por primera vez.,Dnes poprvé vidíme návyk.,ne
el zurdo / el diestro,levák / pravák,9331,En el mapa aparece el zurdo.,Na mapě je levák.,ne
respaldar,podpořit,9332,Necesito respaldar antes de salir.,Potřebuji podpořit před odchodem.,ne
respaldar,opřít se,9333,Me gusta respaldar cuando tengo tiempo.,"Když mám čas, baví mě opřít se.",ne
respaldar,utéci ke komu,9334,Vamos a respaldar un momento.,Pojďme utéci ke komu na chvilku.,ne
respaldar,opěradlo židle,9335,Intento respaldar mejor cada día.,Snažím se opěradlo židle každý den lépe.,ne
el fraude / fraude fiscal,podvod,9336,En el mapa aparece el fraude.,Na mapě je podvod.,ne
el fraude / fraude fiscal,podfuk,9337,"Aquí está el fraude, justo delante.","Tady je podfuk, přímo před námi.",ne
el fraude / fraude fiscal,klam / daňový podvod,9338,En la caja hay el fraude.,V krabici je klam.,ne
