ES,CZ,Order,Sentence,SentenceT,L
botar,skákat,9105,Por fin practico hoy la palabra «botar».,No dnes procvičuji slovo „skákat“.,ne
botar,spustit na vodu,9106,Casi nunca uso la palabra «botar» en una frase.,Teď řeknu „spustit na vodu“ a všichni rozumí.,ne
la cabida (caber = vejít se),objem,9107,Esta mañana digo «la cabida (caber = vejít se)» y todos entienden.,Včera večer dnes procvičuji slovo „objem“.,ne
la cabida (caber = vejít se),kapacita,9108,"Oye, recuerdo bien la palabra «la cabida (caber = vejít se)».","Představ si, dnes procvičuji slovo „kapacita“.",ne
la cabida (caber = vejít se),rozloha,9109,"Bueno, escribo «la cabida (caber = vejít se)» en mi cuaderno.",Vždy si dobře pamatuji slovo „rozloha“.,ne
vislumbrar,(nejasně) vidět,9110,En serio escribo «vislumbrar» en mi cuaderno.,"Víš, si dobře pamatuji slovo „(nejasně) vidět“.",ne
vislumbrar,rozeznávat,9111,"Dime, uso la palabra «vislumbrar» en una frase.","Dobře, slyším slovo „rozeznávat“ ve třídě.",ne
vislumbrar,tušit v dálce ap.,9112,Por fin digo «vislumbrar» y todos entienden.,"Řekni, dnes procvičuji slovo „tušit v dálce ap.“.",ne
la cera / museo de cera,vosk / muzeum voskových figurín,9113,Siempre uso la palabra «la cera / museo de cera» en una frase.,Takže píšu „vosk / muzeum voskových figurín“ do sešitu.,ne
la cela,cela,9114,"Claro, digo «la cela» y todos entienden.",Vždy řeknu „cela“ a všichni rozumí.,ne
la cela,buňka (políčko) tabulky,9115,Por fin escucho la palabra «la cela» en clase.,Včera večer si dobře pamatuji slovo „buňka (políčko) tabulky“.,ne
la toma,dobytí,9116,"Dime, escucho la palabra «la toma» en clase.",Dnes ráno řeknu „dobytí“ a všichni rozumí.,ne
la toma,převzetí (vlády),9117,"Imagínate, practico hoy la palabra «la toma».",Vážně si dobře pamatuji slovo „převzetí (vlády)“.,ne
la toma,zásuvka,9118,De repente escucho la palabra «la toma» en clase.,Dnes ráno slyším slovo „zásuvka“ ve třídě.,ne
el panal / la celdilla,plástev medu / buňka včelí plástve,9119,"Oye, digo «el panal / la celdilla» y todos entienden.",Takže používám slovo „plástev medu / buňka včelí plástve“ ve větě.,ne
el estuche,penál,9120,En serio practico hoy la palabra «el estuche».,Vždy řeknu „penál“ a všichni rozumí.,ne
el edulcorante artificial,umělé sladidlo,9121,De repente practico hoy la palabra «el edulcorante artificial».,Dnes ráno řeknu „umělé sladidlo“ a všichni rozumí.,ne
el mástil,stěžeň,9122,En serio uso la palabra «el mástil» en una frase.,Dnes ráno řeknu „stěžeň“ a všichni rozumí.,ne
el mástil,stožár,9123,"Imagínate, practico hoy la palabra «el mástil».",Konečně píšu „stožár“ do sešitu.,ne
el mástil,žerď,9124,"Mira, digo «el mástil» y todos entienden.","Představ si, dnes procvičuji slovo „žerď“.",ne
ensamblar,spojit,9125,Siempre digo «ensamblar» y todos entienden.,"Jasně, dnes procvičuji slovo „spojit“.",ne
ensamblar,smontovat,9126,"Vale, recuerdo bien la palabra «ensamblar».",Najednou si dobře pamatuji slovo „smontovat“.,ne
ensamblar,sesadit,9127,"Sabes, recuerdo bien la palabra «ensamblar».","Tak, používám slovo „sesadit“ ve větě.",ne
mejorar / la mejora / El tiempo se mejora,zlepšit,9128,Siempre escucho la palabra «mejorar / la mejora / El tiempo se mejora» en clase.,"Poslouchej, dnes procvičuji slovo „zlepšit“.",ne
mejorar / la mejora / El tiempo se mejora,vylepšit / zlepšení,9129,Casi nunca uso la palabra «mejorar / la mejora / El tiempo se mejora» en una frase.,Konečně píšu „vylepšit / zlepšení“ do sešitu.,ne
mejorar / la mejora / El tiempo se mejora,vylepšení / Dělá se hezky.,9130,Entonces digo «mejorar / la mejora / El tiempo se mejora» y todos entienden.,Dnes dnes procvičuji slovo „vylepšení / Dělá se hezky.“.,ne
deparar,dát,9131,Pues escucho la palabra «deparar» en clase.,"Hele, píšu „dát“ do sešitu.",ne
deparar,poskytnout,9132,"Mira, escucho la palabra «deparar» en clase.",Včera večer používám slovo „poskytnout“ ve větě.,ne
deparar,dodat,9133,Casi nunca digo «deparar» y todos entienden.,"Představ si, píšu „dodat“ do sešitu.",ne
la interfaz,rozhraní,9134,Por fin recuerdo bien la palabra «la interfaz».,No řeknu „rozhraní“ a všichni rozumí.,ne
la interfaz,interface,9135,Entonces uso la palabra «la interfaz» en una frase.,Včera večer dnes procvičuji slovo „interface“.,ne
susceptible,nedůtklivý,9136,Hoy digo «susceptible» y todos entienden.,Včera večer píšu „nedůtklivý“ do sešitu.,ne
susceptible,urážlivý,9137,"Sabes, practico hoy la palabra «susceptible».",Někdy řeknu „urážlivý“ a všichni rozumí.,ne
susceptible,citlivý na něco,9138,"Oye, escucho la palabra «susceptible» en clase.","Víš, si dobře pamatuji slovo „citlivý na něco“.",ne
la ida / (el) billete de ida y vuelta (el pasaje…Lat. Am.),cesta tam / zpáteční jízdenka,9139,Por fin uso la palabra «la ida / (el) billete de ida y vuelta (el pasaje…Lat. Am.)» en una frase.,Konečně používám slovo „cesta tam / zpáteční jízdenka“ ve větě.,ne
la falla / el fallo,trhlina,9140,"Mira, practico hoy la palabra «la falla / el fallo».",Najednou řeknu „trhlina“ a všichni rozumí.,ne
la falla / el fallo,zlom,9141,"Dime, recuerdo bien la palabra «la falla / el fallo».","Představ si, dnes procvičuji slovo „zlom“.",ne
la falla / el fallo,porucha / rozsudek,9142,Hoy escribo «la falla / el fallo» en mi cuaderno.,"Dobře, si dobře pamatuji slovo „porucha / rozsudek“.",ne
la falla / el fallo,selhání,9143,De repente digo «la falla / el fallo» y todos entienden.,Takže si dobře pamatuji slovo „selhání“.,ne
la falla / el fallo,závada,9144,"Mira, escribo «la falla / el fallo» en mi cuaderno.","Tak, píšu „závada“ do sešitu.",ne
ahondar,prohloubit,9145,"Claro, recuerdo bien la palabra «ahondar».","Tak, slyším slovo „prohloubit“ ve třídě.",ne
ahondar,vyhloubit,9146,"Dime, digo «ahondar» y todos entienden.","Jasně, slyším slovo „vyhloubit“ ve třídě.",ne
ahondar,proniknout hlouběji,9147,"Sabes, practico hoy la palabra «ahondar».",Někdy si dobře pamatuji slovo „proniknout hlouběji“.,ne
ahondar,prozkoumat,9148,"Vale, escucho la palabra «ahondar» en clase.",Dnes ráno používám slovo „prozkoumat“ ve větě.,ne
inviable,neuskutečnitelný,9149,"Oye, escribo «inviable» en mi cuaderno.","Víš, dnes procvičuji slovo „neuskutečnitelný“.",ne
inviable,nerealizovatelný,9150,"Mira, practico hoy la palabra «inviable».",Někdy si dobře pamatuji slovo „nerealizovatelný“.,ne
inviable,neproveditelný,9151,"Oye, recuerdo bien la palabra «inviable».",Vážně si dobře pamatuji slovo „neproveditelný“.,ne
despojar de algo,zbavit čeho,9152,Anoche practico hoy la palabra «despojar de algo».,Konečně řeknu „zbavit čeho“ a všichni rozumí.,ne
despojar de algo,připravit o co,9153,Hoy digo «despojar de algo» y todos entienden.,Skoro nikdy řeknu „připravit o co“ a všichni rozumí.,ne
despojar de algo,odejmout co,9154,"Mira, escribo «despojar de algo» en mi cuaderno.",Dnes ráno řeknu „odejmout co“ a všichni rozumí.,ne
inaudito,neslýchaný,9155,"Oye, practico hoy la palabra «inaudito».","Poslouchej, si dobře pamatuji slovo „neslýchaný“.",ne
inaudito,neuvěřitelný,9156,Entonces escucho la palabra «inaudito» en clase.,"Jasně, si dobře pamatuji slovo „neuvěřitelný“.",ne
desgastar(se),opotřebovat,9157,"Vale, practico hoy la palabra «desgastar(se)».",Včera večer si dobře pamatuji slovo „opotřebovat“.,ne
desgastar(se),obnosit,9158,Entonces recuerdo bien la palabra «desgastar(se)».,"Hele, si dobře pamatuji slovo „obnosit“.",ne
desgastar(se),obrousit,9159,Entonces escribo «desgastar(se)» en mi cuaderno.,Někdy řeknu „obrousit“ a všichni rozumí.,ne
desgastar(se),(vyhasnout,9160,"Oye, digo «desgastar(se)» y todos entienden.","Víš, dnes procvičuji slovo „(vyhasnout“.",ne
desgastar(se),vyčerpat se),9161,"Dime, recuerdo bien la palabra «desgastar(se)».",Takže řeknu „vyčerpat se)“ a všichni rozumí.,ne
la litera,patrová postel,9162,"Vale, digo «la litera» y todos entienden.",Najednou slyším slovo „patrová postel“ ve třídě.,ne
la litera,lůžko ve vlaku,9163,"Imagínate, digo «la litera» y todos entienden.",Konečně slyším slovo „lůžko ve vlaku“ ve třídě.,ne
la litera,nosítka (pro krále),9164,"Sabes, digo «la litera» y todos entienden.",Takže dnes procvičuji slovo „nosítka (pro krále)“.,ne
litera de caballero,kupé ve vlaku,9165,Pues escribo «litera de caballero» en mi cuaderno.,Vážně řeknu „kupé ve vlaku“ a všichni rozumí.,ne
la consigna de equipaje / ¿Hasta qué hora está abierta la consigna?,úschovna zavazadel / do kdy je otevřená...,9166,Anoche digo «la consigna de equipaje / ¿Hasta qué hora está abierta la consigna?» y todos entienden.,"Tak, dnes procvičuji slovo „úschovna zavazadel / do kdy je otevřená...“.",ne
"acogedor (acoger = přijmout, poskytnout útočiště)",útulný,9167,"Imagínate, escucho la palabra «acogedor (acoger = přijmout, poskytnout útočiště)» en clase.","Víš, si dobře pamatuji slovo „útulný“.",ne
"acogedor (acoger = přijmout, poskytnout útočiště)",pohostinný,9168,"Mira, digo «acogedor (acoger = přijmout, poskytnout útočiště)» y todos entienden.","Poslouchej, řeknu „pohostinný“ a všichni rozumí.",ne
la parada,zastávka (autobusů),9169,De repente escucho la palabra «la parada» en clase.,"Dobře, si dobře pamatuji slovo „zastávka (autobusů)“.",ne
la parada,stanoviště taxíků,9170,Siempre digo «la parada» y todos entienden.,Vážně si dobře pamatuji slovo „stanoviště taxíků“.,ne
pagar en efectivo,platit hotově,9171,"Sabes, recuerdo bien la palabra «pagar en efectivo».",Najednou dnes procvičuji slovo „platit hotově“.,ne
Tren va a efectuar su entrada por la vía 3.,Vlak přijede na třetí kolej.,9172,Ahora recuerdo bien la palabra «Tren va a efectuar su entrada por la vía 3.».,"Tak, dnes procvičuji slovo „Vlak přijede na třetí kolej.“.",ne
acerca de / en lo que concierne a alg(n) ...,o,9173,"Dime, escribo «acerca de / en lo que concierne a alg(n) ...» en mi cuaderno.",Vždy řeknu „o“ a všichni rozumí.,ne
acerca de / en lo que concierne a alg(n) ...,stran,9174,"Mira, digo «acerca de / en lo que concierne a alg(n) ...» y todos entienden.","Víš, používám slovo „stran“ ve větě.",ne
acerca de / en lo que concierne a alg(n) ...,ohledně / co se týká,9175,"Mira, digo «acerca de / en lo que concierne a alg(n) ...» y todos entienden.",Teď píšu „ohledně / co se týká“ do sešitu.,ne
desarrollo sostenible,udržitelný rozvoj,9176,"Dime, uso la palabra «desarrollo sostenible» en una frase.",Vážně slyším slovo „udržitelný rozvoj“ ve třídě.,ne
el sustento / subsistir,obživa,9177,Esta mañana digo «el sustento / subsistir» y todos entienden.,Skoro nikdy slyším slovo „obživa“ ve třídě.,ne
el sustento / subsistir,živobytí / přežívat,9178,En serio escucho la palabra «el sustento / subsistir» en clase.,Teď si dobře pamatuji slovo „živobytí / přežívat“.,ne
el sustento / subsistir,zachovávat se,9179,"Sabes, uso la palabra «el sustento / subsistir» en una frase.",Takže si dobře pamatuji slovo „zachovávat se“.,ne
sostener / sostener la puerta,tvrdit,9180,"Dime, uso la palabra «sostener / sostener la puerta» en una frase.","Dobře, si dobře pamatuji slovo „tvrdit“.",ne
sostener / sostener la puerta,podpírat,9181,Entonces uso la palabra «sostener / sostener la puerta» en una frase.,"Víš, píšu „podpírat“ do sešitu.",ne
sostener / sostener la puerta,přidržovat / přidržet dveře,9182,En serio practico hoy la palabra «sostener / sostener la puerta».,Konečně používám slovo „přidržovat / přidržet dveře“ ve větě.,ne
el costal (el saco),pytel,9183,"Oye, practico hoy la palabra «el costal (el saco)».",Někdy používám slovo „pytel“ ve větě.,ne
el costal (el saco),žok,9184,Ahora digo «el costal (el saco)» y todos entienden.,"Řekni, používám slovo „žok“ ve větě.",ne
el costal (el saco),hrudní,9185,"Claro, recuerdo bien la palabra «el costal (el saco)».",Skoro nikdy píšu „hrudní“ do sešitu.,ne
el costal (el saco),žeberní,9186,Esta mañana recuerdo bien la palabra «el costal (el saco)».,"Víš, používám slovo „žeberní“ ve větě.",ne
la marioneta / el muñeco,loutka / loutka,9187,De repente escribo «la marioneta / el muñeco» en mi cuaderno.,Dnes ráno řeknu „loutka / loutka“ a všichni rozumí.,ne
la marioneta / el muñeco,panenka,9188,"Vale, recuerdo bien la palabra «la marioneta / el muñeco».",Dnes ráno píšu „panenka“ do sešitu.,ne
"policía (municipal, de tráfico)",policie,9189,"Por fin uso la palabra «policía (municipal, de tráfico)» en una frase.",Skoro nikdy slyším slovo „policie“ ve třídě.,ne
"policía (municipal, de tráfico)",policista (městský,9190,"Hoy recuerdo bien la palabra «policía (municipal, de tráfico)».",Někdy používám slovo „policista (městský“ ve větě.,ne
"policía (municipal, de tráfico)",dopravní),9191,"Siempre recuerdo bien la palabra «policía (municipal, de tráfico)».",Takže dnes procvičuji slovo „dopravní)“.,ne
el cobayo,morče,9192,De repente escribo «el cobayo» en mi cuaderno.,"Řekni, slyším slovo „morče“ ve třídě.",ne
el edredón,přikrývka,9193,"Sabes, uso la palabra «el edredón» en una frase.",Dnes ráno používám slovo „přikrývka“ ve větě.,ne
el edredón,peřina (drát peří),9194,Siempre recuerdo bien la palabra «el edredón».,Teď dnes procvičuji slovo „peřina (drát peří)“.,ne
preceptor,domácí učitel,9195,"Imagínate, practico hoy la palabra «preceptor».",Někdy řeknu „domácí učitel“ a všichni rozumí.,ne
el bagaje,zavazadla,9196,Por fin practico hoy la palabra «el bagaje».,"Hele, používám slovo „zavazadla“ ve větě.",ne
el bagaje,výstroj,9197,"Claro, digo «el bagaje» y todos entienden.","Dobře, používám slovo „výstroj“ ve větě.",ne
el bagaje,vědomosti,9198,Casi nunca recuerdo bien la palabra «el bagaje».,Dnes používám slovo „vědomosti“ ve větě.,ne
discípulo,žák,9199,Entonces practico hoy la palabra «discípulo».,Takže řeknu „žák“ a všichni rozumí.,ne
discípulo,žákyně,9200,Ahora escucho la palabra «discípulo» en clase.,Dnes si dobře pamatuji slovo „žákyně“.,ne
discípulo,následovník,9201,"Bueno, practico hoy la palabra «discípulo».","Víš, používám slovo „následovník“ ve větě.",ne
discípulo,stoupenec,9202,Hoy practico hoy la palabra «discípulo».,No píšu „stoupenec“ do sešitu.,ne
valer,xc,9203,"Sabes, escucho la palabra «valer» en clase.",Skoro nikdy řeknu „xc“ a všichni rozumí.,ne
valerse de alg(n),použít,9204,Casi nunca escribo «valerse de alg(n)» en mi cuaderno.,Dnes používám slovo „použít“ ve větě.,ne
valerse de alg(n),využít,9205,"Oye, escucho la palabra «valerse de alg(n)» en clase.",Takže dnes procvičuji slovo „využít“.,ne
valerse de alg(n),dokázat,9206,"Imagínate, escucho la palabra «valerse de alg(n)» en clase.","Víš, používám slovo „dokázat“ ve větě.",ne
