ES,CZ,Order
exuberante (pechos exuberantes),bujný,10972
exuberante (pechos exuberantes),kypící,10973
laborioso,pracovitý,10974
laborioso,pilný,10975
laborioso,namáhavý,10976
laborioso,obtížný,10977
la caminata,cesta,10978
la caminata,procházka,10979
la caminata,výšlap,10980
el nubarrón,velký mrak,10981
el nubarrón,mračno,10982
el nubarrón,průšvih,10983
la grada,řada sedadel na stadionu,10984
la grada,stupínek,10985
encorvar,ohnout,10986
encorvar,zakřivit,10987
encorvar,nahrbit,10988
el vendaval,vichr,10989
el vendaval,vichřice,10990
la crin,hříva,10991
la crin,žíně,10992
la crin,sisal vlákno,10993
espolear,pobídnout ostruhami,10994
espolear,podněcovat,10995
derrapar,podklouznout,10996
derrapar,dostat smyk,10997
el raspón,šrám,10998
el raspón,odřenina,10999
el raspón,škrábnutí,11000
el raspón,vynadání,11001
la tromba,příval,11002
la tromba,liják,11003
la tromba,průtrž mračen,11004
aguijonear,bodnout,11005
aguijonear,píchat,11006
aguijonear,popíchat,11007
aplacar,utišit,11008
aplacar,uklidnit,11009
aplacar,uchlácholit,11010
desperezarse,protáhnout se,11011
desperezarse,narovnat se,11012
estrujar,zmáčknout,11013
estrujar,vymačkat,11014
estrujar,vyždímat,11015
el apuro,nouze,11016
el apuro,nedostatek,11017
el apuro,rozpaky,11018
pasar apuros / estar (verse) en apuros,být v nesnázích,11019
apurar la copa del dolor,vypít pohár hořkosti až do dna,11020
extraviar / el extravío,ztratit,11021
extraviar / el extravío,bloudit,11022
extraviar / el extravío,ztratit se / ztráta,11023
afligir / afligido = zarmoucený,zarmoutit,11024
afligir / afligido = zarmoucený,zneklidnit,11025
afligir / afligido = zarmoucený,dělat starosti,11026
anormal,nenormální,11027
anormal,abnormální,11028
anormal,pomatenec,11029
tácito / consentimiento,nepsaný,11030
tácito / consentimiento,tichý / souhlas,11031
tácito / consentimiento,svolení,11032
la contraventana / el postigo,okenice,11033
la bisagra / el gozne,pant,11034
la bisagra / el gozne,kování,11035
encaramar,vyzvednout,11036
encaramar,rozpálit,11037
encaramar,vyhoupnout se,11038
la avidez,dychtivost,11039
la avidez,touha,11040
la avidez,lačnost,11041
la piedad / sin piedad,soucit,11042
la piedad / sin piedad,slitování,11043
la piedad / sin piedad,zbožnost / bez milosti,11044
apiadar,slitovate se,11045
apiadar,obměkčit,11046
apiadar,mít soucit,11047
la palmada,plácání,11048
la palmada,poplácání,11049
la palmada,tlesknutí,11050
honrar,ctít,11051
honrar,uctívat,11052
honrar,vzdát úctu,11053
porcino,vepřový,11054
el peto,krunýř,11055
el peto,lacl,11056
el callejón,ulička,11057
erguir,vyztyčit se,11058
erguir,vzpřímit se,11059
erguir,pyšnit se,11060
el coletazo,švihnutí ocasem,11061
el coletazo,poslední záchvěv,11062
el coletazo,záblesk,11063
bufar,funět,11064
bufar,frkat,11065
bufar,prskat,11066
arremangar,vyhrnout,11067
arremangar,vykasat rukávy,11068
merodear,potloukat se,11069
merodear,motat se,11070
merodear,ochomýtat se,11071
la correa / la cincha,řemen,11072
la correa / la cincha,popruh,11073
discurrir,probíhat,11074
discurrir,procházet,11075
discurrir,protékat,11076
discurrir,vymyslet,11077
arrullar,ukolébat,11078
arrullar,uspat,11079
arrullar,vábit,11080
la retaguardia,zadní voj,11081
la retaguardia,týl,11082
escrutar,prozkoumat,11083
escrutar,prohlédnout,11084
inescrutable,nevyzpytatelný,11085
inescrutable,neproniknutelný,11086
inescrutable,záhadný,11087
fulgurante,třpytivý,11088
fulgurante,blýskavý,11089
el vulgo,prostý lid,11090
el vulgo,chátra,11091
la poción / la pócima,lektvar,11092
la poción / la pócima,léčivý nápoj,11093
halagar,potěšit,11094
halagar,zalichotit,11095
halagar,pochlebovat,11096
alabar (se) / elogiar,pochválit,11097
alabar (se) / elogiar,vychválit (chlubit se,11098
alabar (se) / elogiar,holedbat se) / chválit,11099
revolotear,poletovat,11100
revolotear,motat se,11101
revolotear,obletovat koho,11102
el refinamiento,propracovanost,11103
el refinamiento,důkladnost,11104
el refinamiento,pečlivost,11105
desinteresado,nezištný,11106
ceñudo,zamračený,11107
ceñudo,nevlídný,11108
ceñudo,nehostinný,11109
la aspereza,hrubost,11110
la aspereza,nerovnost,11111
recóndito,schovaný,11112
recóndito,skrytý,11113
recóndito,zastrčený,11114
recóndito,vzdálený,11115
contundente,přesvědčivý,11116
contundente,pádný,11117
contundente,působící modřinu,11118
desolado,pustý,11119
desolado,opuštěný,11120
desolado,zarmoucený,11121
tenso,napjatý,11122
tenso,nervózní,11123
plantificar,ustanovit,11124
plantificar,určit,11125
plantificar,vrazit facku,11126
plantificar,vlepit pusu,11127
la seña / la lengua de señas,znamení,11128
la seña / la lengua de señas,gesto,11129
la seña / la lengua de señas,údaj / znaková řeč,11130
desalmado,bezcitný,11131
desalmado,krutý,11132
desalmado,nelidský,11133
inadvertido,nepovšimnutý,11134
inadvertido,nezpozorovaný,11135
la columna,páteř,11136
la columna,sloup,11137
la columna,opora,11138
la columna,základ,11139
flexionar,ohnout,11140
flexionar,pokrčit,11141
mesar,rvát si,11142
mesar,trhat si,11143
mismísimo,samotný,11144
mismísimo,sám,11145
reprender,pokárat,11146
reprender,domluvit,11147
detonante,výbušný,11148
detonante,třaskavý,11149
detonante,křiklavý,11150
mocoso,usmrkanec,11151
mocoso,nicotný,11152
mocoso,nedůležitý,11153
la dentellada,kousnutí,11154
la dentellada,hryznutí,11155
fulminar,udeřit,11156
fulminar,rozdrtit,11157
fulminar,zpražit,11158
fulminar,pokořit,11159
fulminar,skolit,11160
la embestida,výpad,11161
la embestida,útok,11162
el verdugón,šrám,11163
el moratón,modřina,11164
el moratón,podlitina,11165
remontar,vystoupat,11166
remontar,vyzdvihnout,11167
remontar,překonat,11168
remontar,zdolat,11169
fantasma,přízračný,11170
fantasma,neskutečný,11171
fantasma,strašidlo,11172
fantasma,duch,11173
el timón,kormidlo,11174
el timón,směrovka,11175
plegar,ohnout,11176
plegar,přehnout,11177
plegar,složit,11178
plegar,přizpůsobit se,11179
desplegar / despliegue,rozvinout,11180
desplegar / despliegue,roztáhnout / rozložení,11181
desplegar / despliegue,projev čeho,11182
la cantimplora,čutora,11183
la cantimplora,polní láhev,11184
enroscar,stočit,11185
enroscar,svinout,11186
enroscar,navinout,11187
enroscar,zašroubovat,11188
desenroscar,rozmotat,11189
desenroscar,odšroubovat,11190
comparecer,dostavit se,11191
comparecer,objevit se,11192
acudir / acudir en ayuda,přijít,11193
acudir / acudir en ayuda,dostavit se,11194
acudir / acudir en ayuda,docházet / přispěchat na pomoc,11195
personarse,dostavit se osobně kam,11196
el recipiente,nádoba,11197
el recipiente,přijímající,11198
el manantial,pramen,11199
el manantial,pramenitý,11200
manar / emanar,vytékat,11201
manar / emanar,proudit / pramenit,11202
manar / emanar,vyvěrat,11203
manar / emanar,unikat,11204
empalagoso,protivný,11205
empalagoso,vtíravý,11206
empalagoso,přeslazený,11207
el lustre,třpyt,11208
el lustre,věhlas,11209
el sacrificio (cruento),oběť,11210
el sacrificio (cruento),obětování (krvavý),11211
la pocilga / gallinero,chlívek,11212
la pocilga / gallinero,prasečí chlívek,11213
la pocilga / gallinero,vepřík / kurník,11214
la pocilga / gallinero,bidýlko,11215
el cargamento,náklad,11216
el cargamento,přepravované zboží,11217
la azucena,lilie,11218
desgarrado,roztržený,11219
desgarrado,rozervaný,11220
desgarrado,srdceryvný,11221
el límite,hranice,11222
el límite,předěl,11223
el límite,rozhraní,11224
ajetreado,zaměstnaný,11225
ajetreado,nabitý,11226
ajetreado,rušný,11227
ajetreado,hektický,11228
escueto / escuetamente,strohý,11229
escueto / escuetamente,stručný,11230
escueto / escuetamente,nepřikrášlený / stroze,11231
discrepar,lišit se,11232
discrepar,být rozdílný,11233
la injerencia,zasahování,11234
la injerencia,vměšování,11235
la penitenciaría / la penitencia,vězení,11236
la penitenciaría / la penitencia,káznice / smíření,11237
la penitenciaría / la penitencia,lítost,11238
la penitenciaría / la penitencia,pokání,11239
el uro,pratur,11240
el gamo,daněk,11241
inequívoco,jednoznačný,11242
inequívoco,jasný,11243
inequívoco,nepochybný,11244
la espuma / espumoso,pěna,11245
la espuma / espumoso,molitan / šumivý,11246
la espuma / espumoso,perlivý,11247
la espuma / espumoso,pěnivý,11248
la contrapartida,vyrovnání,11249
la contrapartida,náhrada,11250
culto,vzdělaný,11251
culto,kultivovaný,11252
culto,učený,11253
la plaga,pohroma,11254
la plaga,rána,11255
la plaga,mor,11256
la locución,slovní obrat,11257
la locución,úsloví,11258
mudéjar,muslim žjjící na křesťanském území,11259
el promontorio,výšina,11260
el promontorio,výběžek,11261
el promontorio,útes,11262
brusco / bruscamente,příkrý,11263
brusco / bruscamente,strohý,11264
brusco / bruscamente,prudký,11265
brusco / bruscamente,náhlý,11266
el brezo,vřes,11267
hundir,potopit,11268
hundir,ponořit,11269
hundir,zdeptat,11270
hundir,zdrtit,11271
la pica,píka,11272
la pica,kopí,11273
robusto, fornido,silný,11274
robusto, fornido,robustní,11275
el establecimiento,podnik,11276
el establecimiento,zařízení,11277
el establecimiento,instituce,11278
el muñón,pahýl,11279
el muñón,znetvořená končetina,11280
el patán,neotesancec,11281
el patán,hrubián,11282
el patán,venkovský balík,11283
sarnoso,prašivý,11284
el follaje,listí,11285
el follaje,květnatost,11286
el follaje,přeplácanost,11287
la vigilancia / la custodia,střežení,11288
la vigilancia / la custodia,hlídání,11289
la vigilancia / la custodia,dozor,11290
el reparto,rozvážka,11291
el reparto,rozvoz,11292
el reparto,rozdělení,11293
pretendiente,uchazeč,11294
pretendiente,uchazečka,11295
pretendiente,nápadník,11296
secundar,asistovat,11297
secundar,podpořit,11298
secundar,pomoci,11299
la tunda,nakládačka,11300
la tunda,nářez,11301
la tunda,fuška,11302
propagar,propagovat,11303
propagar,rozšiřovat,11304
propagar,rozmnožovat,11305
la afición,záliba,11306
la afición,koníček,11307
la afición,hobby,11308
aficionar,oblíbit si,11309
aficionar,vzbudit náklonost,11310
Qué demonios es eso? / haces?,Co to k čertu je? / Co to k čertu děláš?,11311
ponzoñoso,jedovatý,11312
ponzoñoso,jízlivý,11313
ponzoñoso,zlomyslný,11314
atracar,přepadnout,11315
atracar,nacpat,11316
atracar,přecpat,11317
la escoria,spodina společnosti,11318
la escoria,odpad,11319
la escoria,škvára,11320
la escoria,šunt,11321
rizado,kudrnatý,11322
rizado,zvlněný,11323
inquirir,zjišťovat,11324
inquirir,vyšetřovat,11325
el meñique,malíček,11326
el meñique,drobonký,11327
el jabalí / jabalí verrugoso,divočák,11328
el jabalí / jabalí verrugoso,divoký kanec / prase bradavičnaté,11329
la verruga,bradavice,11330
la aldaba,klepadlo,11331
la aldaba,kruh,11332
la aldaba,petlice,11333
desorbitan,vytřeštit,11334
desorbitan,lézt z důlků,11335
desorbitan,vychýlit z dráhy,11336
agonizar / agonizante,být v agónii,11337
agonizar / agonizante,umírat,11338
agonizar / agonizante,skomírat / skomírající,11339
acatar,dodržovat,11340
acatar,přijmout,11341
acatar,podrobit se,11342
el aro,kroužek,11343
el aro,prstenec,11344
el aro,obruč,11345
la antorcha (olímpica),pochodeň,11346
la antorcha (olímpica),louč (olympijská pochodeň),11347
estar a salvo de/contra alg(n),být v bezpečí před kým/čím,11348
dar un portazo,bouchnout dveřmi,11349
el cometido,úkol,11350
el cometido,úloha,11351
el cometido,pověření,11352
el cometido,spáchaný,11353
la tapadera,víko,11354
la tapadera,poklop,11355
la tapadera,poklice,11356
la tapadera,zástěrka,11357
la tapadera,kamufláž,11358
el halago,lichotka,11359
el halago,pochlebování,11360
pudiente,zámožný,11361
pudiente,zazobaný,11362
halar,táhnout,11363
halar,vléci,11364
adentrar,uvést,11365
adentrar,proniknout,11366
adentrar,zasvětit,11367
adentrar,prohloubit,11368
el pedigrí / perro con pedigrí,původ,11369
el pedigrí / perro con pedigrí,rodokmen / pes s rodokmenem,11370
cuadrar,odpovídat,11371
cuadrar,pasovat,11372
cuadrar,být v souladu,11373
ambulante / vendedor ambulante,kočovný,11374
ambulante / vendedor ambulante,podomní / podomní obchodník,11375
el eslabón,spojovací článek,11376
el eslabón,článek řetězu apod.,11377
el predominio,převaha,11378
el predominio,přesila,11379
el predominio,nadvláda,11380
sobrevenir,přijít,11381
sobrevenir,objevit se,11382
sobrevenir,zjevit se,11383
a fin de cuentas,koneckonců,11384
prófugo,uprchlík,11385
prófugo,dezertér,11386
prófugo,prchající,11387
el señuelo,vábnička,11388
el señuelo,návnada,11389
el señuelo,lákadlo,11390
prender,vzít,11391
prender,uchopit,11392
prender,zajmout,11393
desvariar,blouznit,11394
desvariar,třeštit,11395
desvariar,mluvit nesmysly,11396
la disyuntiva,dilema,11397
ten presente que,měj na paměti,11398
alterado,pozměněný,11399
alterado,zneklidněný,11400
encajonado,směstnaný,11401
encajonado,natlačený,11402
encajonado,zabalený (do krabice),11403
la penumbra,šero,11404
la penumbra,polostín,11405
la penumbra,přítmí,11406
la maceta,květináč,11407
el mostrador,bar,11408
el mostrador,pult,11409
el mostrador,ukazatel,11410
feroz,zuřivý,11411
feroz,divoký,11412
feroz,strašný,11413
feroz,krutý,11414
la melena,hříva,11415
la melena,vlasy,11416
el mechón,kadeř,11417
el mechón,pramen vlasů,11418
la perspicacia,prozíravost,11419
la perspicacia,předvídavost,11420
la perspicacia,bystrost,11421
agazaparse,skrčit se,11422
agazaparse,schoulit se,11423
agazaparse,schovat se,11424
rasgado,podlouhlý,11425
rasgado,protáhlý,11426
rasgado,roztržený,11427
la cháchara,tlachy,11428
la cháchara,kecy,11429
la cháchara,veteš,11430
ilegible,nečitelný,11431
las vacas flacas,hubená léta,11432
enjugar,otřít,11433
enjugar,vytřít,11434
enjugar,setřít,11435
entrelazar,zaplést,11436
entrelazar,proplést,11437
entrelazar,spojit,11438
el augurio / buen augurio,znamení,11439
el augurio / buen augurio,předzvěst / dobré znamení,11440
la condena,trest,11441
la condena,rozsudek,11442
la condena,odsouzení,11443
dictar la condena / condena a muerte,vynést rozsudek / rozsudek smrti,11444
condenar / condenado,odsoudit / odsouzený,11445
condenar / condenado,odsouzenec,11446
vecino / vecina / avecinar,soused/ka,11447
vecino / vecina / avecinar,sousední / blížit se,11448
vecino / vecina / avecinar,přiblížit se,11449
ineludible / inevitable,nevyhnutelný,11450
ineludible / inevitable,neodvratný,11451
indispensable,nezbytný,11452
indispensable,nevyhnutelný,11453
indispensable,nenahraditelný,11454
imprescindible,nezbytný,11455
imprescindible,nepostradatelný,11456
el capullo,poupě,11457
épico,epický,11458
épico,hrdinský,11459
épico,ohromný,11460
el disolvente,rozpouštědlo,11461
el concentrado,koncentrovaný,11462
el concentrado,koncentrát,11463
ácido nucleico,nukleová kyselina,11464
la verosimilitud,přesvědčivost,11465
la verosimilitud,věrohodnost,11466
verosímil,věrohodný,11467
verosímil,pravděpodobný,11468
el símil,přirovnání,11469
el símil,srovnání,11470
inverosímil (improbable),nepravděpodobný,11471
inverosímil (improbable),málo pravděpodobný,11472
exhibir,předvádět,11473
